customer_id,cart_id,first_name,last_name,birth_date,phone_number,email_id,house_number,street,city,pincode,state,country,points_earned,membership_status
CUST166,CART166,Woody,Yeates,1950-11-22,3316814074,wyeates4l@ftc.gov,9,"131 Almo Terrace",Chapadinha,547778,NULL,Brazil,4566,Normal
CUST167,CART167,Marna,Maughan,1950-12-19,4363103238,mmaughan4m@dailymotion.com,25,"3623 Glendale Junction",Medellin,489676,NULL,Philippines,3599,Prime
CUST168,CART168,Dmitri,Battaille,1982-01-28,5814236404,dbattaille4n@aol.com,122,"78 Pankratz Road","San Antonio Aguas Calientes",396664,NULL,Guatemala,NULL,Prime
CUST169,CART169,Fifi,Lawrey,1986-06-27,9923049341,flawrey4o@usgs.gov,242,"8069 Canary Drive",Flórina,253616,NULL,Greece,745,Elite
CUST170,CART170,Travers,Longhi,1967-01-05,1266237813,tlonghi4p@pen.io,239,"5265 Memorial Way",Bobon,345160,NULL,Philippines,3395,Normal
CUST171,CART171,Emlyn,Thunderchief,1983-07-21,2786863311,ethunderchief4q@oakley.com,88,"654 Spohn Circle",Krasnokamensk,354929,NULL,Russia,4613,Normal
CUST172,CART172,Jordan,Saltman,1995-08-14,8381167029,jsaltman4r@mac.com,27,"17868 Arizona Point",Nezvěstice,141777,NULL,"Czech Republic",3498,Prime
CUST173,CART173,Meg,Gailor,1956-04-05,8162088386,mgailor4s@networkadvertising.org,236,"59 Basil Parkway",Yanghong,432779,NULL,China,4755,Elite
CUST174,CART174,Noel,Jowers,1960-05-30,NULL,njowers4t@mtv.com,203,"0869 Goodland Drive","Banjar Delodrurung",427361,NULL,Indonesia,NULL,Prime
CUST175,CART175,Allix,Ulster,1989-01-17,8004711137,aulster4u@bbb.org,104,"93 Mitchell Street",Zvenigorod,271702,NULL,Russia,1922,Elite
CUST176,CART176,Carmelina,Geleman,1994-11-03,6524895279,cgeleman4v@census.gov,136,"4166 Crest Line Terrace",Kihancha,514213,NULL,Kenya,4518,Prime
CUST177,CART177,Deina,Burton,1979-09-07,7826322912,dburton4w@mac.com,100,"1 Independence Terrace",Borogontsy,577568,NULL,Russia,3189,Elite
CUST178,CART178,Maurits,Drewell,1965-11-26,3864654731,mdrewell4x@biglobe.ne.jp,209,"36 Texas Point","Oulad Frej",246158,NULL,Morocco,3986,Normal
CUST179,CART179,Ardyce,Puttrell,1972-01-01,2824276793,aputtrell4y@telegraph.co.uk,25,"2 Evergreen Drive",Nar'yan-Mar,598257,NULL,Russia,65,Prime
CUST180,CART180,Ron,Males,1954-04-10,7132663126,rmales4z@usgs.gov,237,"934 Independence Center",Wete,515814,NULL,Tanzania,2766,Elite
CUST181,CART181,Marlie,Falks,2008-07-25,6166777157,mfalks50@163.com,283,"5412 Cottonwood Crossing",Motala,436358,Östergötland,Sweden,3130,Normal
CUST182,CART182,Robby,Denver,1987-09-26,7839600153,rdenver51@tinyurl.com,157,"99395 Arrowood Park",Figueiredo,281850,Braga,Portugal,3918,Elite
CUST183,CART183,Christyna,Elloway,1953-09-11,1279537450,celloway52@timesonline.co.uk,103,"9776 Lawn Way","Kuala Lumpur",336948,"Kuala Lumpur",Malaysia,1826,Normal
CUST184,CART184,Osmund,Sannes,1987-07-29,3103724614,osannes53@artisteer.com,272,"97680 Rusk Hill",Fresno,469010,California,"United States",1896,Normal
CUST185,CART185,Marshall,Lansdale,1957-06-18,3431347104,mlansdale54@opera.com,19,"85836 Talisman Parkway",Itiruçu,539551,NULL,Brazil,1330,Normal
CUST186,CART186,Dyann,Mamwell,2007-04-19,7124279104,dmamwell55@spotify.com,220,"53 Russell Way",Kálymnos,332835,NULL,Greece,102,Prime
CUST187,CART187,Karney,Rathe,1987-02-18,2999900519,krathe56@creativecommons.org,3,"28 Express Circle",Caihua,384834,NULL,China,3222,Normal
CUST188,CART188,Cathyleen,Christophers,1990-03-26,8935579552,cchristophers57@rambler.ru,81,"4 Cardinal Circle",Ciechanów,252154,NULL,Poland,4276,Normal
CUST189,CART189,Vinson,Carnegy,1973-04-26,5874602960,vcarnegy58@purevolume.com,85,"03588 Bayside Alley",Malakhovka,250991,NULL,Russia,2675,Normal
CUST190,CART190,Grange,Conring,1992-05-20,8527335342,gconring59@e-recht24.de,57,"150 Westridge Drive",Ma’an,230721,NULL,China,985,Normal
CUST191,CART191,Parker,Tilston,1968-02-19,2533512628,ptilston5a@harvard.edu,24,"52696 Eliot Road","Thị Trấn Mường Lát",435967,NULL,Vietnam,1974,Normal
CUST192,CART192,Bili,Tilzey,1962-07-13,7279830879,btilzey5b@irs.gov,146,"545 6th Road","Saint Petersburg",182280,Florida,"United States",2128,Prime
CUST193,CART193,Kacie,Snyder,1969-03-13,8494646250,ksnyder5c@icio.us,65,"83 Commercial Point",Lingkou,335160,NULL,China,1770,Elite
CUST194,CART194,Eb,Geertsen,1957-07-20,7168917315,egeertsen5d@creativecommons.org,128,"848 Anniversary Park",Dulolong,365051,NULL,Indonesia,4264,Prime
CUST195,CART195,Idelle,Caldicot,1969-04-19,1385442203,icaldicot5e@nymag.com,238,"5 International Lane",Gaomi,585359,NULL,China,4112,Normal
CUST196,CART196,Maude,Wrightson,1954-06-15,9985888663,mwrightson5f@cpanel.net,196,"2 Butternut Plaza",Karanganyarkrajan,270899,NULL,Indonesia,2885,Prime
CUST197,CART197,Lora,Ramsby,1954-10-19,7128882196,lramsby5g@123-reg.co.uk,152,"0 Waubesa Street",Gaozhuang,535662,NULL,China,4110,Normal
CUST198,CART198,Shane,Cockaday,1981-09-15,2621777016,scockaday5h@latimes.com,155,"08128 Rieder Drive",Ţalkhā,474040,NULL,Egypt,2272,Normal
CUST199,CART199,Elsie,Reynolds,1963-05-27,7609132155,ereynolds5i@taobao.com,64,"7372 Petterle Lane",Angoram,258827,NULL,"Papua New Guinea",3483,Normal
CUST200,CART200,Emelda,Wycherley,1975-08-26,1083873002,ewycherley5j@cdbaby.com,55,"06308 Fordem Trail",Terentang,482922,NULL,Indonesia,NULL,Prime
CUST201,CART201,Trisha,Frissell,2000-09-28,8899575958,tfrissell5k@hatena.ne.jp,142,"455 Colorado Way",Shitang,469305,NULL,China,NULL,Prime
CUST202,CART202,Janette,Luckman,1958-01-12,NULL,jluckman5l@bigcartel.com,145,"6 Longview Point",Cipatat,311284,NULL,Indonesia,319,Normal
CUST203,CART203,Harper,Phillput,1966-04-03,2808239333,hphillput5m@fastcompany.com,91,"6 Rutledge Court","Bahía Blanca",594053,NULL,Argentina,NULL,Elite
CUST204,CART204,Fern,Ruperto,1964-05-16,8085471878,fruperto5n@instagram.com,149,"9544 Steensland Street","Bang Saphan",523977,NULL,Thailand,4966,Elite
CUST205,CART205,Allard,Edmands,1978-09-05,6125082967,aedmands5o@prweb.com,98,"100 Kenwood Street",Polloc,560017,NULL,Philippines,4746,Prime
CUST206,CART206,Sybila,Ivell,1984-09-26,4821227885,sivell5p@mediafire.com,269,"9 Lien Avenue",Hongor,400400,NULL,Mongolia,92,Prime
CUST207,CART207,Tiffani,Ferneley,1987-01-02,1363584642,tferneley5q@cdc.gov,242,"062 Artisan Parkway",Líbano,233063,NULL,Colombia,2024,Prime
CUST208,CART208,Zenia,Gerner,1959-05-09,1467180959,zgerner5r@wufoo.com,87,"6713 Stuart Street",Rájec-Jestřebí,270181,NULL,"Czech Republic",4901,Elite
CUST209,CART209,El,Allsobrook,1972-12-14,5524752774,eallsobrook5s@npr.org,92,"52431 Esker Crossing",Budapest,377437,Budapest,Hungary,954,Elite
CUST210,CART210,Robinson,Chetham,1952-04-25,1252762891,rchetham5t@bigcartel.com,188,"75 Cordelia Park",Atyrau,111079,NULL,Kazakhstan,3244,Elite
CUST211,CART211,Nettle,Pattenden,1967-11-28,3031189443,npattenden5u@statcounter.com,46,"678 Kedzie Junction",Kerasochóri,290674,NULL,Greece,NULL,Elite
CUST212,CART212,Lorenza,Gecke,1973-08-07,8979013867,lgecke5v@wsj.com,234,"30 Summerview Junction",Liljendal,305418,NULL,Finland,4376,Normal
CUST213,CART213,Bevon,Egdell,1993-03-11,8115707601,begdell5w@biblegateway.com,231,"53 Algoma Street",Llorente,166780,NULL,Philippines,4425,Elite
CUST214,CART214,Quint,McGiffie,1954-10-30,3618147555,qmcgiffie5x@forbes.com,225,"972 Ohio Way",Mozhga,341085,NULL,Russia,192,Elite
CUST215,CART215,Demetria,Downie,1956-02-24,1714076970,ddownie5y@furl.net,78,"79 Bowman Avenue",Jiangzhou,372455,NULL,China,2299,Prime
CUST216,CART216,Nadean,Iannuzzi,1973-03-26,9142204289,niannuzzi5z@washingtonpost.com,225,"4 Hanover Lane",Malax,415888,NULL,Finland,2088,Prime
CUST217,CART217,Hilary,Plaskett,1956-12-16,7792676154,hplaskett60@blinklist.com,94,"8716 Doe Crossing Junction",Winong,456690,NULL,Indonesia,915,Elite
CUST218,CART218,Daphene,Fitzsymonds,1953-11-16,4848784427,dfitzsymonds61@myspace.com,199,"4 Cambridge Court",Calde,185902,Viseu,Portugal,269,Prime
CUST219,CART219,Ginger,Quinnelly,1959-02-02,3331480737,gquinnelly62@princeton.edu,73,"6015 Helena Circle",Yiwa,116411,NULL,China,1279,Normal
CUST220,CART220,Jacqui,Pyke,1973-05-03,2358801889,jpyke63@smh.com.au,11,"13 Garrison Circle",Santana,533909,Setúbal,Portugal,NULL,Prime
CUST221,CART221,Randy,Scahill,2001-04-13,9665428140,rscahill64@telegraph.co.uk,161,"592 Lyons Parkway","North Bay",213362,Ontario,Canada,3256,Elite
CUST222,CART222,Margeaux,Marunchak,1999-07-10,5847261841,mmarunchak65@sfgate.com,290,"009 Parkside Park",Otorohanga,128498,NULL,"New Zealand",3818,Elite
CUST223,CART223,Westbrook,Shackelton,1972-02-08,9365256998,wshackelton66@sphinn.com,234,"0 2nd Circle","Pamyat’ Parizhskoy Kommuny",120273,NULL,Russia,2424,Normal
CUST224,CART224,Brena,MacFarlan,1983-09-15,1553936498,bmacfarlan67@youku.com,222,"943 Delladonna Lane",Berlin,479379,Berlin,Germany,1027,Prime
CUST225,CART225,Ellery,Blackborow,1971-02-16,1817941469,eblackborow68@loc.gov,274,"031 Dwight Hill",Qingxi,359247,NULL,China,NULL,Prime
CUST226,CART226,Kevan,Kew,1998-05-19,8354404638,kkew69@nifty.com,193,"45843 Stoughton Point",Pokrovskoye,452565,NULL,Russia,2214,Normal
CUST227,CART227,Eve,Acklands,1980-12-30,6969047909,eacklands6a@eventbrite.com,98,"6 Manitowish Hill",Bokor,285839,NULL,Indonesia,973,Normal
CUST228,CART228,Caesar,Valett,1990-07-23,9654417662,cvalett6b@indiegogo.com,134,"6469 Linden Court","Gondanglegi Wetan",503874,NULL,Indonesia,NULL,Prime
CUST229,CART229,Vanna,Derisley,1975-01-22,2106905923,vderisley6c@google.com.br,96,"98 Bluejay Terrace","Thành Phố Thái Bình",410409,NULL,Vietnam,3764,Normal
CUST230,CART230,Deloris,Gidden,1989-07-03,NULL,dgidden6d@flickr.com,200,"1157 Goodland Court",Liozon,455139,NULL,Philippines,4368,Normal
CUST231,CART231,Fredia,Barnsdale,2007-09-20,9824705839,fbarnsdale6e@ebay.com,214,"79770 Heath Pass",Jhingergācha,218442,NULL,Bangladesh,1520,Elite
CUST232,CART232,Lianne,Biddleston,2005-09-10,1772016292,lbiddleston6f@umn.edu,58,"78066 Dixon Plaza","New Kingston",238648,NULL,Jamaica,3309,Prime
CUST233,CART233,Zacharia,Scholling,1951-05-12,6351141026,zscholling6g@sun.com,74,"4930 Bay Circle",Cegłów,149628,NULL,Poland,4290,Prime
CUST234,CART234,Elke,Elphinston,1971-03-13,1497482728,eelphinston6h@google.com.hk,110,"9 Roxbury Trail",Jammāl,359078,NULL,Tunisia,2000,Elite
CUST235,CART235,Dugald,Conor,1953-04-06,7495776979,dconor6i@ft.com,68,"1 Pawling Pass",Tulaghi,348751,NULL,"Solomon Islands",3589,Elite
CUST236,CART236,Yelena,Hartin,1967-02-27,8694914161,yhartin6j@census.gov,29,"6505 Dryden Street",Anzihao,568645,NULL,China,3223,Prime
CUST237,CART237,Amitie,Laing,1960-07-21,7302337574,alaing6k@facebook.com,163,"85636 Shelley Street",Primošten,399101,NULL,Croatia,2304,Prime
CUST238,CART238,Petronia,Dunkerton,1970-09-19,NULL,pdunkerton6l@tripod.com,22,"526 John Wall Crossing",Ouésso,153848,NULL,"Republic of the Congo",2576,Prime
CUST239,CART239,Tony,Bramer,2003-07-21,1525322063,tbramer6m@bbb.org,233,"57229 Pennsylvania Way",Ouaoula,354707,NULL,Morocco,4678,Prime
CUST240,CART240,Der,Cuniffe,1955-12-02,9771537819,dcuniffe6n@ed.gov,127,"445 Continental Court","Palikir - National Government Center",245648,NULL,Micronesia,823,Prime
CUST241,CART241,Cross,Eckersley,1956-10-08,4187592354,ceckersley6o@disqus.com,209,"42 Farragut Lane","Biryulëvo Zapadnoye",294542,NULL,Russia,1698,Elite
CUST242,CART242,Richie,Brabben,2008-04-30,1401044744,rbrabben6p@epa.gov,181,"86593 Muir Avenue",Gritsovskiy,222801,NULL,Russia,78,Prime
CUST243,CART243,Thaddeus,Pawelek,2006-08-25,3259984176,tpawelek6q@cmu.edu,155,"4 Magdeline Circle","Zaytā Jammā‘īn",331958,NULL,"Palestinian Territory",636,Prime
CUST244,CART244,Aurthur,Oattes,1986-04-18,9195997942,aoattes6r@baidu.com,54,"4026 Prentice Terrace",Karasuk,476393,NULL,Russia,910,Normal
CUST245,CART245,Hertha,Sant,1996-12-27,6726219987,hsant6s@sitemeter.com,107,"99171 Golf Center",Garmeh,355913,NULL,Iran,3660,Elite
CUST246,CART246,Darb,Cersey,1959-11-22,5817382072,dcersey6t@privacy.gov.au,198,"69 Evergreen Point",Boé,360135,Aquitaine,France,293,Elite
CUST247,CART247,Kamillah,Niemiec,2007-01-03,4013293845,kniemiec6u@rediff.com,282,"1176 Oriole Point",Jinshan,100041,NULL,China,2300,Normal
CUST248,CART248,Giacinta,Harrild,1967-07-21,2933152729,gharrild6v@ycombinator.com,138,"1 Mayfield Avenue","Cát Bà",383068,NULL,Vietnam,4447,Normal
CUST249,CART249,Thaddus,Alekseev,2007-12-14,4929372031,talekseev6w@shop-pro.jp,74,"32933 Ilene Circle",Zürich,311522,"Kanton Zürich",Switzerland,2741,Normal
CUST250,CART250,Daphene,Tucknott,1963-04-17,6447215684,dtucknott6x@surveymonkey.com,177,"231 Mayfield Crossing",Veyno,326978,NULL,Belarus,2573,Normal
CUST251,CART251,Constance,Bough,1957-09-28,3009847980,cbough6y@japanpost.jp,179,"3 Sunnyside Avenue",Śmiłowo,356693,NULL,Poland,3122,Prime
CUST252,CART252,Elsworth,Paget,1990-02-24,7609322261,epaget6z@ihg.com,178,"56 Grim Hill",Strzelin,287021,NULL,Poland,1490,Elite
CUST253,CART253,Bonnie,Fussie,1990-07-28,6994605981,bfussie70@printfriendly.com,30,"99 Cody Pass",Baroh,420973,NULL,Indonesia,2308,Prime
CUST254,CART254,Reine,Lomis,1951-06-19,NULL,rlomis71@squidoo.com,40,"5256 Dorton Pass",Nanfeng,476309,NULL,China,2765,Normal
CUST255,CART255,Antoni,Larret,2006-07-23,6222937314,alarret72@cocolog-nifty.com,271,"70547 Gulseth Court","San Juan",260097,NULL,Argentina,4255,Prime
CUST256,CART256,Gard,Demaine,1991-06-02,6208888582,gdemaine73@51.la,128,"4 Talmadge Crossing",Nangakeo,393488,NULL,Indonesia,3847,Prime
CUST257,CART257,Sydelle,Amoore,1972-03-02,4492357653,samoore74@skyrock.com,37,"116 Hanson Trail",Quillabamba,357213,NULL,Peru,3797,Elite
CUST258,CART258,Renard,Skeel,1964-10-21,3393553986,rskeel75@washington.edu,271,"82 Oriole Park",Aiximan,150674,NULL,China,4368,Elite
CUST259,CART259,Carr,Shakeshaft,1995-04-03,8324214248,cshakeshaft76@virginia.edu,116,"1 Westport Street",Tartu,498947,NULL,Estonia,49,Normal
CUST260,CART260,Ashia,Hackney,1996-10-18,6168393008,ahackney77@japanpost.jp,89,"183 Anderson Court",Cikubang,153929,NULL,Indonesia,NULL,Elite
CUST261,CART261,Dionne,Oxlee,1952-11-07,2443396288,doxlee78@nytimes.com,121,"1634 Ridgeway Avenue",Moncada,453210,NULL,Philippines,2170,Normal
CUST262,CART262,Nancy,Shelford,1956-06-21,1535916449,nshelford79@parallels.com,14,"835 Porter Court",Chornoliztsi,320276,NULL,Ukraine,NULL,Elite
CUST263,CART263,Melly,Seed,1968-01-24,5833818009,mseed7a@sbwire.com,135,"0700 Briar Crest Hill","Al Khirāb",197660,NULL,Yemen,1630,Elite
CUST264,CART264,Bobby,Piggin,1950-08-19,8702126962,bpiggin7b@tamu.edu,179,"871 Clyde Gallagher Place",Qingyun,301208,NULL,China,2970,Normal
CUST265,CART265,Noble,Yarn,1988-06-16,8063592674,nyarn7c@yandex.ru,129,"8 Center Parkway",Long’anqiao,298704,NULL,China,2584,Prime
CUST266,CART266,Aldon,Heffernon,1981-03-10,8327057975,aheffernon7d@skype.com,29,"565 Oak Avenue","Tsuen Wan",180472,NULL,"Hong Kong",3627,Normal
CUST267,CART267,Hilly,Simenot,2006-04-14,9209429914,hsimenot7e@ca.gov,42,"908 Delaware Crossing","Lazaro Cardenas",572822,"Veracruz Llave",Mexico,4507,Prime
CUST268,CART268,Juliette,Leyre,1958-03-10,7883219109,jleyre7f@nyu.edu,24,"82 Upham Park",Triolet,240054,NULL,Mauritius,4342,Prime
CUST269,CART269,Lesya,Alabaster,1990-01-05,8854936087,lalabaster7g@rambler.ru,184,"714 Springs Street",Nürnberg,491191,Bayern,Germany,NULL,Elite
CUST270,CART270,Licha,Drivers,1980-06-27,6165375163,ldrivers7h@ehow.com,191,"481 Pond Avenue",Itaituba,461298,NULL,Brazil,3659,Prime
CUST271,CART271,Dode,Fuzzey,1987-10-16,3821920948,dfuzzey7i@wp.com,53,"993 Charing Cross Court",Quintã,265616,Aveiro,Portugal,1931,Prime
CUST272,CART272,Dewain,Parkhouse,2005-10-26,7677241605,dparkhouse7j@sogou.com,11,"232 Muir Crossing",Melita,443343,Manitoba,Canada,2756,Normal
CUST273,CART273,Adda,Wormald,1996-04-25,1449323739,awormald7k@mapquest.com,100,"05941 Duke Point",Cennan,358056,NULL,China,4984,Prime
CUST274,CART274,Charlotte,Middleditch,1974-02-10,6428549421,cmiddleditch7l@cocolog-nifty.com,116,"458 Village Green Crossing",Aix-les-Bains,221976,Rhône-Alpes,France,4258,Prime
CUST275,CART275,Nari,Pick,2003-06-18,6053815687,npick7m@va.gov,57,"0819 Jenifer Junction",Shicang,149907,NULL,China,3512,Normal
CUST276,CART276,Barnaby,Krystek,1984-03-27,2248784664,bkrystek7n@ihg.com,148,"99 Laurel Crossing","Phak Hai",291367,NULL,Thailand,48,Elite
CUST277,CART277,Brod,Fasset,2004-10-27,3477859518,bfasset7o@accuweather.com,166,"1638 Merchant Park",Sierakowice,313612,NULL,Poland,2543,Normal
CUST278,CART278,Rubin,Mealand,1997-12-29,6661914745,rmealand7p@plala.or.jp,232,"7 Debs Way",Singaraja,228921,NULL,Indonesia,3014,Normal
CUST279,CART279,Clywd,Emilien,2009-05-30,8121847936,cemilien7q@bravesites.com,134,"57109 Warbler Alley",Sedlčany,366188,NULL,"Czech Republic",1428,Prime
CUST280,CART280,Helenelizabeth,Huglin,1964-05-20,1452452695,hhuglin7r@admin.ch,289,"06358 Northridge Place",Chengfeng,378600,NULL,China,3877,Prime
CUST281,CART281,Britney,Waterhowse,1981-10-09,8999293784,bwaterhowse7s@tinyurl.com,15,"67521 Rigney Alley",Chýnov,400002,NULL,"Czech Republic",4654,Prime
CUST282,CART282,Electra,Romke,1966-12-21,NULL,eromke7t@flavors.me,59,"0793 Londonderry Way",Seydi,307738,NULL,Turkmenistan,157,Elite
CUST283,CART283,Linell,Girardi,1994-05-21,1232738863,lgirardi7u@ezinearticles.com,107,"9 Jay Center",Quba,450123,NULL,Azerbaijan,4916,Elite
CUST284,CART284,Regine,Spriggin,1959-10-13,8252066138,rspriggin7v@usa.gov,26,"86 Maywood Crossing",Przelewice,560902,NULL,Poland,NULL,Normal
CUST285,CART285,Binnie,Northedge,1980-04-19,4524661556,bnorthedge7w@w3.org,226,"52078 Morning Circle","Verkhniy Rohachyk",578355,NULL,Ukraine,NULL,Elite
CUST286,CART286,Talya,Coe,1972-04-26,7301757855,tcoe7x@lycos.com,241,"73 Ridgeway Circle",Noebesa,509600,NULL,Indonesia,2010,Elite
CUST287,CART287,Teddie,Garfath,1967-07-29,NULL,tgarfath7y@marketwatch.com,151,"285 Arrowood Hill",Astromil,117965,Porto,Portugal,1049,Prime
CUST288,CART288,Lawry,Aldis,2000-10-19,2028783058,laldis7z@infoseek.co.jp,150,"7615 Westend Court","Cabo de Vila",179634,Porto,Portugal,4893,Normal
CUST289,CART289,Hillel,Minney,1995-05-31,1904799342,hminney80@earthlink.net,130,"39571 Towne Point",Lenīnskīy,496715,NULL,Kazakhstan,1397,Prime
CUST290,CART290,Latrina,Humburton,2002-09-14,8221633944,lhumburton81@home.pl,79,"44 Meadow Vale Crossing",Heerlen,393257,"Provincie Limburg",Netherlands,963,Elite
CUST291,CART291,Lelah,Stribbling,1950-09-04,9804018486,lstribbling82@acquirethisname.com,6,"916 Drewry Avenue",København,392248,"Region Hovedstaden",Denmark,4350,Prime
CUST292,CART292,Dougy,Joynes,1961-02-02,6722515157,djoynes83@sitemeter.com,21,"184 Northview Center",Świdwin,400882,NULL,Poland,504,Prime
CUST293,CART293,Laurella,Matteuzzi,1952-08-31,9653159498,lmatteuzzi84@sohu.com,6,"969 Messerschmidt Hill","Áno Kómi",296814,NULL,Greece,1835,Prime
CUST294,CART294,Filippo,Piller,1969-11-19,9213297908,fpiller85@360.cn,20,"463 Mcguire Way",Tabant,504546,NULL,Morocco,3605,Normal
CUST295,CART295,Remington,Mumm,1951-04-02,5461619880,rmumm86@spotify.com,206,"8 New Castle Center",Huangling,351388,NULL,China,110,Elite
CUST296,CART296,Melody,Sprott,1990-12-04,6624880547,msprott87@wsj.com,39,"4766 Kropf Terrace",Huajlaya,299955,NULL,Bolivia,2624,Normal
CUST297,CART297,Suzi,Radbourne,1978-02-17,6032288436,sradbourne88@answers.com,38,"91 Clyde Gallagher Park","Dūrā al Qar‘",134696,NULL,"Palestinian Territory",1289,Elite
CUST298,CART298,Lazaro,Kenrat,1958-09-13,1139971445,lkenrat89@moonfruit.com,209,"9 Rieder Circle",Dhahi,381927,NULL,Yemen,1620,Elite
CUST299,CART299,Odelinda,Wormell,1974-02-20,9735872488,owormell8a@msu.edu,56,"9363 Kennedy Drive",Kende,249447,NULL,Nigeria,2639,Normal
CUST300,CART300,Tim,Linning,1957-02-26,5901459343,tlinning8b@miibeian.gov.cn,203,"5876 Lunder Drive",Duraznopampa,597650,NULL,Peru,4500,Prime
CUST301,CART301,Adorne,Tomsen,1975-04-11,2804945757,atomsen8c@bravesites.com,234,"4962 Maywood Center","Bun Barat",428218,NULL,Indonesia,3621,Elite
CUST302,CART302,Oliviero,Chattington,1969-11-13,1685762539,ochattington8d@alexa.com,274,"1809 Butternut Road","Las Carreras",206069,NULL,Bolivia,1533,Prime
CUST303,CART303,Dasha,"St Angel",2005-10-15,9276513430,dstangel8e@umn.edu,155,"3028 Prairie Rose Lane",Portel,186222,NULL,Brazil,3280,Prime
CUST304,CART304,Josiah,Shurmer,2008-04-11,7372978828,jshurmer8f@amazon.co.uk,208,"4 Heath Parkway",Yur’yevets,124916,NULL,Russia,2995,Normal
CUST305,CART305,Rex,Mullender,1968-02-07,2172402076,rmullender8g@slate.com,269,"38 Arkansas Center",Xinquansi,186226,NULL,China,363,Prime
CUST306,CART306,Travus,Vickars,1996-10-10,NULL,tvickars8h@cdbaby.com,237,"850 Alpine Crossing","Sobral da Abelheira",139360,Lisboa,Portugal,1762,Normal
CUST307,CART307,Bartlet,Erickssen,1968-02-23,4668988497,berickssen8i@cbslocal.com,119,"2 Alpine Plaza",Pagak,192557,NULL,Indonesia,2869,Normal
CUST308,CART308,Janka,Novotni,1994-02-19,8233270413,jnovotni8j@marketwatch.com,235,"499 Myrtle Place",Qindu,415517,NULL,China,478,Prime
CUST309,CART309,Valerie,Roxburgh,1958-09-11,2062090648,vroxburgh8k@slideshare.net,9,"47347 Steensland Parkway","Jablonec nad Jizerou",517217,NULL,"Czech Republic",574,Elite
CUST310,CART310,Sheridan,MacNab,1974-11-30,7035956710,smacnab8l@ehow.com,118,"0 Milwaukee Drive",Ribeiro,304087,Viseu,Portugal,345,Elite
CUST311,CART311,Misty,Retallack,1968-03-12,1202018447,mretallack8m@wikispaces.com,33,"36093 Eagle Crest Crossing",Liangnong,144719,NULL,China,1992,Prime
CUST312,CART312,Stephie,Oakman,1999-08-11,8845957689,soakman8n@oracle.com,56,"735 Di Loreto Place",Cabcaben,111247,NULL,Philippines,827,Normal
CUST313,CART313,Dalenna,M'Chirrie,1987-09-18,7812614800,dmchirrie8o@xing.com,248,"30 Riverside Court",Stockholm,597895,Stockholm,Sweden,4858,Normal
CUST314,CART314,Suzie,Tittershill,1951-02-16,8602097707,stittershill8p@twitter.com,212,"0 Memorial Place",Taojiahe,577192,NULL,China,2396,Prime
CUST315,CART315,Nalani,Beere,1951-01-30,4027484506,nbeere8q@harvard.edu,226,"198 Derek Court",Ulme,211718,Santarém,Portugal,NULL,Normal
CUST316,CART316,Burton,Crosoer,1983-05-28,7112962144,bcrosoer8r@lulu.com,119,"89 Dayton Drive",Tuxi,223370,NULL,China,4049,Prime
CUST317,CART317,Carolan,Denecamp,2007-08-27,7916741243,cdenecamp8s@stanford.edu,6,"7898 Weeping Birch Street","Nor Yerznka",421266,NULL,Armenia,279,Prime
CUST318,CART318,Philbert,Rief,1972-10-28,8244072961,prief8t@blogspot.com,89,"2 Clove Hill",Longford,192293,NULL,Ireland,433,Normal
CUST319,CART319,Man,Sydry,1994-07-21,7964501699,msydry8u@prlog.org,136,"06610 Roxbury Trail",Omiš,451656,NULL,Croatia,NULL,Normal
CUST320,CART320,Beauregard,Verryan,1977-04-16,8032218080,bverryan8v@php.net,228,"7 Old Shore Plaza",Jinping,596052,NULL,China,1849,Prime
CUST321,CART321,Clerissa,Wallage,1964-01-07,7989153608,cwallage8w@addtoany.com,9,"0598 Towne Place",Hlybokaye,353907,NULL,Belarus,602,Elite
CUST322,CART322,Pasquale,Dudmarsh,1994-09-22,1288123515,pdudmarsh8x@surveymonkey.com,293,"74108 Transport Way",Shwebo,583311,NULL,Myanmar,148,Normal
CUST323,CART323,Eduardo,Rossoni,1967-06-17,3524303254,erossoni8y@nydailynews.com,279,"292 Mendota Road","Rio Pardo",415483,NULL,Brazil,3693,Normal
CUST324,CART324,Dylan,Hyrons,1953-05-02,NULL,dhyrons8z@europa.eu,106,"4 La Follette Point",Plumbon,322611,NULL,Indonesia,4074,Prime
CUST325,CART325,Preston,Hagwood,1950-04-27,8983613123,phagwood90@mail.ru,9,"39 Clove Street","Pandangan Kulon",153883,NULL,Indonesia,1687,Normal
CUST326,CART326,Yankee,Haselhurst,1957-10-26,6471142295,yhaselhurst91@ted.com,87,"5 Dovetail Way","Rio Novo do Sul",525860,NULL,Brazil,2780,Normal
CUST327,CART327,Raynell,Marion,2000-01-19,7527980170,rmarion92@cbslocal.com,225,"12 Spenser Street",Wujingfu,230320,NULL,China,187,Elite
CUST328,CART328,Paxon,Goodall,1976-02-09,6474029766,pgoodall93@spotify.com,233,"4301 Gulseth Avenue",Torzhok,159905,NULL,Russia,1456,Normal
CUST329,CART329,Lamond,Hallatt,2004-01-21,6469299569,lhallatt94@taobao.com,279,"742 Luster Drive",Kochani,516036,NULL,Macedonia,631,Normal
